-0.0213531353135313,0,1
-0.0173620689655172,1,1
-0.029390243902439,2,1
-0.0321809954751131,3,1
-0.0291956124314442,4,1
-0.0218904593639576,5,1
-0.0188916459884202,6,1
-0.0233076923076923,7,1
-0.0330340333091962,8,1
-0.0356135401974612,9,1
-0.04732782369146,10,1
-0.0440328092959672,11,1
-0.0364753544902093,12,1
-0.0471138211382114,13,1
-0.0422905027932961,14,1
-0.0351480144404332,15,1
-0.0263257852447042,16,1
-0.0205185704274702,17,1
-0.0215384615384615,18,1
-0.0332553606237817,19,1
-0.0325850340136054,20,1
-0.0228858578607322,21,1
0.00846661775495231,22,1
-0.0128763250883392,23,1
-0.0403202328966521,0,2
-0.0287853323147441,1,2
-0.0310038910505837,2,2
-0.0365400161681488,3,2
-0.0267993366500829,4,2
-0.0142926045016077,5,2
0.00496654275092937,6,2
-0.0125985303941216,7,2
-0.0380673871582963,8,2
-0.0346487867177522,9,2
-0.0316377649325626,10,2
-0.0277340219496449,11,2
-0.0274463937621832,12,2
-0.0462262916939176,13,2
-0.0449731903485255,14,2
-0.0323321799307959,15,2
-0.0236568213783404,16,2
-0.000290055248618785,17,2
0.00454780361757106,18,2
-0.0130938878386894,19,2
-0.0181591058514135,20,2
-0.0123076923076923,21,2
0.0154151880766501,22,2
-0.0110762942779292,23,2
-0.030020366598778,0,3
-0.0233238636363636,1,3
-0.0229462989840348,2,3
-0.018125,3,3
-0.0121786833855799,4,3
0.00225705329153605,5,3
0.00693190512624331,6,3
0.00979320531757755,7,3
0.0115625,8,3
0.0103092783505155,9,3
0.00995247793618466,10,3
0.0131420765027322,11,3
0.0167777022433719,12,3
-0.00913073237508556,13,3
-0.00901651112706389,14,3
-0.00155805243445693,15,3
0.0119201228878648,16,3
0.0207772795216741,17,3
0.0112188365650969,18,3
-0.00288032454361055,19,3
-0.00531751570132589,20,3
-0.000551924473493101,21,3
0.0255882352941177,22,3
-0.0110972222222222,23,3
-0.0226069518716577,0,4
-0.0281348933241569,1,4
-0.0394027777777778,2,4
-0.0315720524017467,3,4
-0.0173263629574309,4,4
-0.00506531204644412,5,4
0.00447138047138047,6,4
-0.00946527350952674,7,4
-0.0169322947872978,8,4
-0.0163025210084034,9,4
-0.0194921402660218,10,4
-0.0178197320341048,11,4
-0.021471489883507,12,4
-0.0294316052467208,13,4
